Word,label
عايز,X
اعمل,X
اوردر,X
3,itemnumber
بيتزا,ItemName
بيبروني,ItemName
وسط,ItemSize
مع,Include
كاتشب,Topping_Include
من,X
فضلك,X
امسح,X
وجبة,ItemName
البيج,ItemName
ماك,ItemName
فرجيني,X
الاوردر,X
تبعي,X
فيك,X
تزودني,X
بالحساب,X
اذا,X
فيك,X
اعطني,X
الفاتورة,X
بونجور,X
ميجا,PredefinedMealName
ماك,PredefinedMealName
ساندوتش,PredefinedMealName
و,X
2,itemnumber
بيبسي,ItemName
حابب,X
اشوف,X
المنيو,X
المستحب,X
لدى,X
عايز,X
اشوف,X
الكارت,X
بتاعي,X
انا,X
عايز,X
انتقل,X
للمرحلة,X
التالية,X
فيني,X
شوف,X
الاوردرز,X
تعولي,X
ودى,X
اغير,X
رقم,X
فونى,X
للرقم,X
874653409,phone
هدى,X
رقمي,X
الجديد,X
احجي,X
بالانجليزية,Language
حضرتك,X
ممكن,X
تغيرلي,X
الرقم,X
القديم,X
اللي,X
متسجل,X
عندكوا,X
في,X
السيستم,X
للرقم,X
ده,X
0549140541,phone
بدي,X
تابع,X
الاوردر,X
حجي,X
اهلا,X
وسهلا,X
توحشتك,X
بزاف,X
حجم,X
صغير,ItemSize
فيني,X
شوف,X
المنيو,X
اذا,X
بتريد,X
حياك,X
بغيت,X
نحدث,X
البلاصة,X
شوكت,X
بيوصل,X
10,itemnumber
قطع,X
فراخ,ItemName
مقلية,ItemName
ممكن,X
اعرف,X
باقي,X
وقت,X
اد,X
ايه,X
على,X
الاوردر,X
وريني,X
اجمالي,X
الطلبات,X
بتاعتي,X
كده,X
فيك,X
تذهب,X
للمرحلة,X
التالية,X
بدي,X
ضيف,X
رقم,X
السيلولير,X
الجديد,X
0549140549,phone
لو,X
سمحت,X
اتابع,X
الاوردر,X
معاك,X
هاطلب,X
2,itemnumber
تشيكن,ItemName
سوبريم,ItemName
كل,X
المكونات,X
ماعدا,Exclude
بصل,Topping_Exclude
احذفلي,X
وجبة,X
التشيكن,ItemName
رويال,ItemName
فيني,X
انتقل,X
للمرحلة,X
الأخيرة,X
بدياك,X
تطلبلي,X
3,itemnumber
بيتزا,ItemName
خضروات,ItemName
وسط,ItemSize
معها,Include
تشيلي,Topping_Include
صوص,Topping_Include
فيك,X
تعدل,X
عنوان,X
البيت,X
تبعي,X
ورينى,X
منيو,X
جاد,X
فرع,X
ستانلى,X
فى,X
الاسكندريه,X
عايزة,X
اعدل,X
رقم,X
موبايلي,X
هاطلب,X
حجم,X
وسط,ItemSize
عايزة,X
ابدل,X
عنواني,X
مقلية,X
2,ItemName
وجبة,PredefinedMealName
ميجا,PredefinedMealName
مع,Include
مايونيز,Topping_Include
صوص,Topping_Include
ابغى,X
طبق,ItemName
ارز,ItemName
كابلي,ItemName
كبير,ItemSize
لك,X
قديش,X
بياخد,X
وقت,X
ممكن,X
تديني,X
حسابي,X
الاتنين,X
اعرض,X
لي,X
القائمة,X
المفضلة,X
لو,X
سمحت,X
من,X
فضلك,X
ورينى,X
الطلبات,X
اللى,X
قبل,X
كدا,X
غيرت,X
رقم,X
الموبايل,X
ممكن,X
تراجع,X
الاوردر,X
غيرت,X
مكان,X
المنزل,X
ممكن,X
تبدلى,X
العنوان,X
بالعنوان,X
الجديد,X
كنت,X
عايز,X
اعدل,X
العنوان,X
فيني,X
احاكيك,X
باللغة,X
العربية,Language
اشتقتلك,X
برشا,X
بوت,X
كنت,X
عايز,X
اشوف,X
طلبي,X
المفضل,X
ابغى,X
راجع,X
على,X
الطلبات,X
حقي,X
كنت,X
عايز,X
اغير,X
بياناتي,X
المسجلة,X
فاضل,X
قديش,X
وقت,X
تايوصل,X
الطلب,X
بدي,X
شوف,X
الكارت,X
تبعي,X
كنت,X
عايز,X
احط,X
عنواني,X
عندي,X
شي,X
سؤال,X
انا,X
عايزة,X
اسال,X
على,X
حاجة,X
كم,X
وقت,X
بياخد,X
تايخلص,X
ابغى,X
غير,X
رقم,X
الموبايل,X
حقي,X
الاوردر,X
بياخد,X
وقت,X
قد,X
ايه,X
ابغى,X
الحساب,X
حقي,X
شو,X
بعد,X
هيك,X
عايز,X
اشوف,X
الاكل,X
المفضل,X
عندي,X
عايز,X
احدد,X
عنوان,X
البيت,X
عايز,X
4,itemnumber
باستا,ItemName
من,Exclude
غير,Exclude
جبنه,Topping_Exclude
عايز,X
2,itemnumber
وجبة,PredefinedMealName
سموكي,PredefinedMealName
تشيز,PredefinedMealName
معاها,Include
مايونيز,Topping_Include
صوص,Topping_Include
فيك,X
تنتقل,X
للخطوة,X
يلي,X
بعد,X
هيك,X
ابعتلي,X
المنيو,X
لو,X
سمحت,X
لو,X
عايزة,X
اغير,X
رقمي,X
اعمل,X
ايه,X
بدي,X
1,ItemSize
2,X
ك,X
دجاج,ItemName
معها,Include
تبولة,Topping_Include
ممكن,X
اقفل,X
عملية,X
الشراء,X
ابغي,X
واحدة,itemnumber
تشيكن,ItemName
سوبريم,ItemName
بيتزا,ItemName
بغير,Exclude
الفلفل,Topping_Exclude
نقلب,X
على,X
القائمة,X
الرئيسية,X
ابغى,X
اغير,X
الرقم,X
حقي,X
بليز,X
غيرلى,X
رقم,X
الهاتف,X
الخلوى,X
ل,X
1535286852,phone
ضيف,X
على,X
الاوردر,X
3,itemnumber
بيوريه,ItemName
جزر,ItemName
ودى,X
استفسر,X
عن,X
شئ,X
بدون,Exclude
طماطم,Topping_Exclude
ممكن,X
أطلب,X
زى,X
الطلب,X
اللى,X
فات,X
برقم,X
584,OrderNumber
امسحلي,X
عنوان,X
البيت,X
بدي,X
اعرف,X
شو,X
الاكل,X
يلي,X
موجود,X
عايزة,X
اشوف,X
الاوردرات,X
المسجلة,X
تقدر,X
تنقلني,X
لخدمة,X
العملاء,X
هاخدها,X
حجم,X
كبير,ItemSize
علاش,X
الاوردر,X
ما,X
اجى,X
قديش,X
الحساب,X
يا,X
خيي,X
فيك,X
تفتح,X
لي,X
قائمة,X
الطعام,X
زودني,X
بالطلبات,X
حجي,X
فيك,X
تساعدني,X
فيني,X
راجع,X
عالاشيا,X
يلي,X
طلبتها,X
ارغب,X
في,X
التحدث,X
بالعربية,Language
بدي,X
حاسب,X
بليز,X
الاول,X
عايزة,X
اعدل,X
العنوان,X
فيك,X
تفرجيني,X
الباستا,MenuName
يلي,X
موجودة,X
بليز,X
لو,X
سمحت,X
عايزهم,X
حجم,X
وسط,ItemSize
بدي,X
نصف,itemnumber
فرخة,ItemName
مشوية,ItemName
مع,Include
ارز,Topping_Include
وسلطة,Topping_Include
تقدر,X
تفيدني,X
في,X
تغيير,X
رقم,X
الموبايل,X
وجبة,X
جاردن,ItemName
سبيشيال,ItemName
بيتزا,ItemName
طلب,X
رقم,X
54151,OrderNumber
هيوصل,X
امتى,X
الاوردر,X
ما,X
اجا,X
اتوق,X
الى,X
تتبع,X
الاوردر,X
فيني,X
غير,X
عنوان,X
منزلي,X
الاوردر,X
وصل,X
لوين,X
لو,X
ينفع,X
تشيل,X
من,X
الاوردر,X
البطاطس,ItemName
والبيبسي,ItemName
ايه,X
الخطوة,X
الي,X
جاية,X
رقم,X
9,X
ابغى,X
الاوردر,X
هدي,X
2,itemnumber
بيتزا,ItemName
وسط,ItemSize
مع,Include
رانش,Topping_Include
صوص,Topping_Include
ممكن,X
الغي,X
وجبة,ItemName
العائلة,ItemName
من,X
فضلك,X
من,X
فضلك,X
عايز,X
اضيف,X
وجبة,ItemName
الدويتو,ItemName
فيك,X
تفرجيني,X
الطعام,X
المفضل,X
لا,X
الي,X
اعرض,X
الاكل,X
المفضل,X
تقدر,X
تنقلني,X
لممثل,X
خدمة,X
عملاء,X
فيك,X
تورينى,X
حسابى,X
عطيني,X
القائمة,X
المفضلة,X
ممكن,X
اطلب,X
بيتزا,ItemName
خضروات,ItemName
منغير,Exclude
بصل,Topping_Exclude
ابغى,X
اطلع,X
على,X
اشيائى,X
المضله,X
غيرلى,X
رقم,X
فونى,X
القديم,X
للرقم,X
دا,X
1205412065,phone
فيني,X
احذف,X
العنوان,X
اذا,X
بتريد,X
يلي,X
بعد,X
هايدا,X
ممكن,X
تبعتلي,X
قائمة,X
تغيير,X
البيانات,X
محتاج,X
مساعدة,X
صار,X
بدي,X
احذف,X
الماك,ItemName
دينار,ItemName
وش,X
سوي,X
الان,X
ممكن,X
تغيرلى,X
فونى,X
للرقم,X
1205846904,phone
بتقدر,X
توصلنى,X
مع,X
ممثل,X
خدمه,X
العملاء,X
ابي,X
ارجع,X
للقائمة,X
الرئيسية,X
بلغني,X
بمعاد,X
الاوردر,X
لو,X
سمحت,X
ازاي,X
بسجل,X
عنوان,X
البيت,X
عايز,X
الغي,X
عنواني,X
فيك,X
ترسلي,X
قائمة,X
الطعام,X
اريد,X
تحويل,X
اللغة,X
الى,X
الانكليزية,Language
نهدر,X
باللغة,Language
العربية,Language
فيني,X
ادخل,X
عنوان,X
البيت,X
بليز,X
بدي,X
اتواصل,X
مع,X
حدا,X
زودني,X
بالقائمة,X
المفضلة,X
حقي,X
خليني,X
احط,X
العنوان,X
هاخذ,X
2,itemnumber
بيتزا,ItemName
بيبروني,ItemName
معاها,Include
باربيكيو,Topping_Include
صوص,Topping_Include
عايز,X
اشوف,X
الطلبات,X
المعتادة,X
انا,X
جعان,X
عايز,X
اعرف,X
الاوردر,X
فاضله,X
اد,X
ايه,X
عايز,X
3,itemnumber
اطباق,ItemName
سلطة,ItemName
كبار,ItemSize
مع,Include
طبق,Topping_Include
بطاطس,Topping_Include
محمرة,Topping_Include
فيني,X
اشطب,X
هالعنوان,X
اذا,X
بتريد,X
عايز,X
اشوف,X
المنيو,X
تاني,X
من,X
فضلك,X
يعطيك,X
العافية,X
ابغى,X
اغير,X
عنوان,X
البيت,X
ابغاك,X
تعرضلي,X
طعامي,X
المفضل,X
بدي,X
شوف,X
قائمة,X
السلطات,MenuName
ايمت,X
بيوصل,X
الاكل,X
ابي,X
غير,X
رقم,X
الجوال,X
حجي,X
بدي,X
اتطلع,X
عالأكل,X
يلي,X
طلبتوا,X
من,X
قبل,X
ممكن,X
اخذ,X
الشيك,X
ابي,X
صمونة,ItemName
بيف,ItemName
برجر,ItemName
بلا,Exclude
طماطم,Topping_Exclude
انا,X
كدا,X
خلصت,X
اريد,X
ان,X
احول,X
للإنجيليزية,Language
شو,X
بدي,X
سوي,X
الحين,X
عايزة,X
احط,X
عنوان,X
البيت,X
اذا,X
فيك,X
تخليني,X
شوف,X
الكارت,X
تبعي,X
فاضل,X
على,X
الاوردر,X
قد,X
ايه,X
ممكن,X
اعرف,X
طريقة,X
تسجيل,X
العنوان,X
اقدر,X
اشوف,X
الاوردرات,X
المفضلة,X
بتاعتي,X
ابي,X
احاسب,X
هاتلي,X
5,itemnumber
شاورما,ItemName
لحمة,ItemName
كبير,ItemSize
منغير,Exclude
كاتشب,Topping_Exclude
كيداير,X
منغير,Exclude
تومية,Topping_Exclude
عايز,X
اشوف,X
الاوردرات,X
الي,X
قبل,X
كدا,X
بدي,X
حدث,X
البيانات,X
تبعي,X
الطلب,X
صارله,X
ساعه,X
3,itemnumber
وجبة,PredefinedMealName
هابي,PredefinedMealName
ميل,PredefinedMealName
تشيكن,X
عايز,X
ازود,X
وجبة,ItemName
ميجا,ItemName
ماك,ItemName
10,itemnumber
قطع,X
فرايد,ItemName
تشيكن,ItemName
عندي,X
عنوان,X
اخر,X
عايز,X
خطواط,X
تسجيل,X
العنوان,X
حابب,X
اسأل,X
عن,X
اشيا,X
عايز,X
احول,X
لغة,X
التواصل,X
الى,X
انجليزية,Language
عايز,X
اشيل,X
العنوان,X
ممكن,X
تطلعنى,X
على,X
قوائم,X
مطعم,X
حسنى,X
بدي,X
غير,X
رقمي,X
بليز,X
هستلم,X
الاوردر,X
في,X
خلال,X
قد,X
ايه,X
وريني,X
الطلبات,X
القديمة,X
اذا,X
فيك,X
تذهب,X
للخطوة,X
التالية,X
سمو,X
شي,X
اديش,X
فاضل,X
وقت,X
على,X
الاوردر,X
اذا,X
فيك,X
تعرضلي,X
الكارت,X
تبعي,X
بغيت,X
استفسر,X
عن,X
اشيا,X
اعرض,X
لي,X
المنيو,X
الاساسي,X
من,X
فضلك,X
بغيت,X
اعرف,X
وين,X
المشكله,X
عايزة,X
احدد,X
عنوان,X
منزلي,X
لو,X
سمحت,X
الغي,X
الماك,ItemName
دينار,ItemName
فيك,X
تزودني,X
بالمنيو,X
من,X
فضلك,X
ابغا,X
اتحدث,X
مع,X
شي,X
شخص,X
ابغى,X
حبتين,itemnumber
بيتزا,ItemName
خضروات,ItemName
سميكة,X
ابي,X
عدل,X
عنواني,X
يا,X
خيي,X
فيك,X
تسويلي,X
اوردر,X
5,ItemSize
ساندوتشات,ItemName
فرايد,ItemName
تشيكن,ItemName
مع,Include
صوص,Topping_Include
حار,Topping_Include
اعرض,X
لي,X
المنيو,X
الاساسي,X
من,X
فضلك,X
فيني,X
شوف,X
سندوتشات,X
برجر,X
كينج,X
عايزة,X
ممثل,X
خدمة,X
عملاء,X
اتكلم,X
معاه,X
لك,X
ها,X
الذهاب,X
الى,X
قائمة,X
تغيير,X
البيانات,X
ليش,X
كل,X
هذا,X
التأخير,X
دا,X
ع,X
بالى,X
السؤال,X
عن,X
شئ,X
الاوردر,X
اتأخر,X
عايز,X
اشوف,X
الاكل,X
المسجل,X
من,X
قبل,X
ممكن,X
اتابع,X
الأكل,X
وصل,X
لحد,X
فين,X
زودلي,X
وجبة,PredefinedMealName
سوبر,PredefinedMealName
سوبريم,PredefinedMealName
مع,Include
تشيلي,Topping_Include
صوص,Topping_Include
من,X
فضلك,X
تغيرلي,X
رقم,X
المحمول,X
فيك,X
تزودلي,X
عالأوردر,X
سلطة,ItemName
بروكلي,ItemName
راجعلى,X
اوردرى,X
فيني,X
انتقل,X
لقائمة,X
تغيير,X
البيانات,X
اذا,X
بتريد,X
امتى,X
راح,X
توصل,X
الطلبات,X
ممكن,X
احذف,X
عنوان,X
البيت,X
فيك,X
تغيرلي,X
لغة,X
التواصل,X
اذا,X
بدك,X
تحديد,X
اللغة,X
العربية,Language
عايز,X
احدث,X
عنواني,X
عايزة,X
امسح,X
عنواني,X
لو,X
سمحت,X
قولي,X
ايه,X
تاني,X
فيك,X
تسجلي,X
عنوان,X
البيت,X
الحين,X
اريد,X
ان,X
اغير,X
عنوان,X
المنزل,X
زود,Include
سلطة,Topping_Include
عايز,X
انتقل,X
للمرحلة,X
التالية,X
من,X
فضلك,X
ممكن,X
توديني,X
للقائمة,X
الرئيسية,X
هيوصلني,X
امتى,X
الطلبات,X
ابغى,X
احذف,X
العنوان,X
حقي,X
بغيت,X
الشيك,X
بعتلي,X
رابط,X
القائمة,X
الرئيسية,X
هلا,X
فيك,X
حابب,X
اسأل,X
عا,X
شي,X
اشنيا,X
احوالك,X
ابعتلي,X
الطلبات,X
الي,X
طلبتها,X
قبل,X
كدا,X
عايزة,X
اعرف,X
الاكل,X
بياخد,X
وقت,X
اد,X
ايه,X
حابة,X
اسأل,X
عن,X
حاجة,X
بدي,X
اعرف,X
المبلغ,X
المطلوب,X
ضيف,X
وجبة,ItemName
ميكس,ItemName
جريل,ItemName
ابي,X
غير,X
رقم,X
الموبايل,X
منيو,X
السلطات,X
في,X
ستيك,X
اوت,X
ابي,X
ضيف,X
عنوان,X
البيت,X
يا,X
اخي,X
ممكن,X
اتطلع,X
على,X
الاوردرات,X
اللى,X
طلبتها,X
اديني,X
الحساب,X
من,X
فضلك,X
ممكن,X
تديني,X
الشيك,X
ممكن,X
اشيل,X
وجبة,ItemName
الماك,ItemName
دينار,ItemName
من,X
فضلك,X
بعد,X
اذنك,X
عايزاهم,X
كبار,ItemSize
راح,X
فرجيكم,X
عنوان,X
منزلي,X
بعد,X
اذنك,X
عايزاهم,X
كبار,ItemSize
عايز,X
وجبة,ItemName
التوفير,ItemName
شو,X
التالي,X
الحساب,X
المطلوب,X
كام,X
لو,X
سمحت,X
لو,X
سمحت,X
عايز,X
احط,X
عنوان,X
البيت,X
كم,X
الحساب,X
الخاص,X
بالاوردر,X
عايزة,X
اشوف,X
الاوردرات,X
القديمة,X
اقدر,X
الغي,X
العنوان,X
المسجل,X
الطلبات,X
هتوصل,X
خلال,X
قد,X
ايه,X
صار,X
فيك,X
تتابع,X
الاوردر,X
عايزة,Include
الاختيار,X
الثالث,X
ابغى,X
اشيك,X
على,X
الطلبات,X
حقي,X
ليش,X
لهلا,X
الاوردر,X
برقم,X
9459,OrderNumber
حقى,X
ماوصل,X
اقدر,X
اشوف,X
السندوتشات,X
في,X
برجر,X
كينج,X
لفين,X
وصل,X
الاوردر,X
حقى,X
برقم,X
8857,OrderNumber
عايزة,X
اغير,X
بياناتي,X
المتسجلة,X
احذفلي,X
عنوان,X
ابيت,X
بعدين,X
داير,X
تساعدني,X
شو,X
بعد,X
ابغا,X
4,itemnumber
وجبات,X
كله,X
بيج,ItemName
ماك,ItemName
ابي,X
اختار,X
اللغة,X
العربية,Language
ابغى,X
احصل,X
على,X
مرجريتا,ItemName
بيتزا,MenuName
خليني,X
ضيف,X
عنوان,X
اخر,X
زود,Include
الاختيار,X
التاني,X
دلوقتي,X
لو,X
عايزة,X
اغير,X
رقم,X
الموبايل,X
اعمل,X
ايه,X
آزول,X
ممكن,X
توريني,X
القائمة,X
الرئيسية,X
عايز,X
قائمة,X
الباستا,MenuName
عايز,X
انهي,X
الأوردر,X
اعرضلي,X
الاوردرات,X
المعتادة,X
فيني,X
شوف,X
الاوردر,X
من,X
جديد,X
داير,X
مساعدة,X
5,itemnumber
وجبات,PredefinedMealName
ميكس,PredefinedMealName
جريل,PredefinedMealName
زود,Include
تومية,Topping_Include
3,itemnumber
ساندوتشات,ItemName
شاورما,ItemName
لحمة,ItemName
كيزر,ItemSize
معاههم,Include
تومية,Topping_Include
هيدا,X
عنوان,X
جديد,X
عايز,X
ارجع,X
للصفحة,X
الرئيسية,X
عايز,X
2,itemnumber
بطاطس,ItemName
كبير,ItemSize
فيك,X
تراجع,X
معي,X
الطلبات,X
عايزة,X
حجمها,X
وسط,ItemSize
ممكن,X
اتابع,X
الطلبات,X
بدي,X
عدل,X
مكان,X
الاقامة,X
بدياك,X
تفرجيني,X
الاكل,X
يلي,X
طلبته,X
من,X
قبل,X
فاضل,X
قد,X
ايه,X
على,X
الطلبات,X
ابي,X
3,itemnumber
حبات,itemnumber
تربل,PredefinedMealName
بوكس,PredefinedMealName
بدي,X
ضيف,X
عنوان,X
البيت,X
تبعي,X
الحين,X
فيك,X
تفرجيني,X
منيو,X
البيف,X
برجر,X
ف,X
ماك,X
بليز,X
فيني,X
شوف,X
المنيو,X
الرجوع,X
الى,X
المنيو,X
ممكن,X
احذف,X
وجبه,X
نيو,ItemName
تويستر,ItemName
من,X
الاوردر,X
عايز,X
بيتزا,ItemName
خضروات,ItemName
كبيرة,ItemSize
عايز,X
استفسر,X
عن,X
شيء,X
زودلي,X
وجبة,ItemName
التوفير,ItemName
لو,X
سمحت,X
راويني,X
الطلبات,X
اللي,X
حطيتها,X
اقدر,X
أخد,X
الحجم,X
الصغير,ItemSize
عايزة,X
اغير,X
رقم,X
موبايلي,X
يا,X
خيي,X
ابي,X
سجل,X
عنوان,X
البيت,X
عايز,X
اسجل,X
عنوان,X
البيت,X
بدياك,X
تفرجينى,X
الشيك,X
اعرضلي,X
اكلي,X
المفضل,X
ممكن,X
تبعتلي,X
قائمة,X
السلطات,MenuName
بدى,X
4,itemnumber
هوت,ItemName
دوج,ItemName
كبير,ItemSize
مع,Include
كاتشب,Topping_Include
وبدون,Exclude
اى,X
سلطات,Topping_Exclude
كنت,X
عايزة,X
اسجل,X
عنوان,X
المنزل,X
الحساب,X
يافندم,X
وريني,X
منيو,X
الوجبات,X
بماكدونالدز,X
عايزة,X
اغير,X
رقم,X
تليفوني,X
اذا,X
بتريد,X
ممكن,X
تطلب,X
لى,X
اتنين,itemnumber
فراخ,ItemName
بانيه,ItemName
من,Exclude
غير,Exclude
كاتشب,Topping_Exclude
عايزة,X
اعدل,X
رقم,X
الموبايل,X
عايز,X
اشوف,X
الاوردر,X
فاضله,X
قد,X
ايه,X
ارغب,X
في,X
رؤية,X
الطلبات,X
السابقة,X
من,X
فضلك,X
وين,X
الطعام,X
ابغى,X
تعدلى,X
رقم,X
جوالى,X
اللى,X
متسجل,X
عندكو,X
للرقم,X
دا,X
0125265884,phone
ايه,X
المشكله,X
معى,X
وش,X
سوي,X
الحين,X
بدي,X
الوجبة,ItemName
العائلية,ItemName
بدي,X
ضيف,X
رقم,X
سليلاري,X
عايز,X
اطلب,X
من,X
المشاوي,MenuName
امتى,X
راح,X
يجي,X
الاوردر,X
رقم2055,OrderNumber
فيك,X
تعرضلي,X
الأكل,X
يلي,X
موجود,X
بليز,X
عايز,X
احدد,X
عنوان,X
بيتي,X
ماعليش,X
نسقسيك,X
ممكن,X
تساعدني,X
اطلب,X
الاوردر,X
خليني,X
اتكلم,X
باللغة,X
العربية,Language
عايزة,X
اشوف,X
الطلبات,X
السابقة,X
اعرضلي,X
المنيو,X
كنت,X
عايزة,X
الغي,X
عنوان,X
البيت,X
فيني,X
اذهب,X
للمرحلة,X
التالية,X
ابغى,X
شوف,X
الاكل,X
يلي,X
موجود,X
الطلبات,X
هتيجي,X
امتى,X
ماشروم,ItemName
صوص,ItemName
ابا,Include
الاختيار,X
الرابع,X
عايز,X
احاسب,X
لو,X
سمحت,X
ابا,X
شوف,X
الاكل,X
يلي,X
طلبتوا,X
من,X
قبل,X
داير,X
ضيف,X
العنوان,X
عايز,X
اتحدث,X
بالعربية,Language
شنو,X
يعني,X
هالكلمه,X
بالعربي,Language
ازاى,X
اتعامل,X
مع,X
المشكله,X
دى,X
الاختيار,X
الأول,X
بدي,X
حدث,X
العنوان,X
اذا,X
بتريد,X
اعرضلي,X
طلباتي,X
المفضلة,X
ممكن,X
اتابع,X
الاوردر,X
ممكن,X
تبعتلي,X
الاكل,X
الوجود,X
عايز,X
اشوف,X
قائمة,X
الطلبات,X
انا,X
عملت,X
اوردر,X
و,X
ماوصلش,X
عايز,Include
بطاطس,Topping_Include
مش,Exclude
خضار,Topping_Exclude
ابغى,X
الشيك,X
حقي,X
نممحن,X
لاار,X
ابي,X
3,itemnumber
بيتزا,ItemName
بيبيروني,ItemName
مع,Include
حلجات,Topping_Include
بصل,Topping_Include
مجلي,Topping_Include
حاسبني,X
اذا,X
بتريد,X
عايز,X
2,itemnumber
بيتزا,ItemName
مارجريتا,ItemName
حجم,X
كبير,ItemSize
ممكن,X
اشوف,X
الأكل,X
الي,X
طلبته,X
قبل,X
كدا,X
بدي,X
شوف,X
منيو,X
السلطات,X
بماكدونالدز,X
بليز,X
ابي,X
شوف,X
المنيو,X
اعرضلي,X
الطلبية,X
حقي,X
اريد,X
التحدث,X
مع,X
انسان,X
انا,X
كتبت,X
رقم,X
قديم,X
وعايز,X
اعمل,X
تحديث,X
فيني,X
اعطيك,X
محل,X
اقامتي,X
عايز,X
اتكلم,X
مع,X
شخص,X
حقيقي,X
ارغب,X
في,X
تعديل,X
رقم,X
الجوال,X
هل,X
بامكاني,X
حذف,X
وجبة,ItemName
التشيكن,ItemName
ستربس,ItemName
ابي,X
اطلب,X
3,itemnumber
سندوتشات,ItemName
فراخ,ItemName
بانيه,ItemName
كنت,X
عايز,X
اشوف,X
اوردري,X
المفضل,X
ابي,X
شوف,X
الي,X
موجود,X
عايز,X
اشوف,X
طلباتي,X
المسجلة,X
كنت,X
عايز,X
الحجم,X
كبير,ItemSize
حياك,X
اذا,X
بدك,X
تحضرلي,X
الفاتورة,X
بلكى,X
بتغيرلى,X
رقم,X
الجوال,X
حقى,X
للرقم,X
01254215876,phone
هقوللك,X
ايه,X
الي,X
حصل,X
3,itemnumber
ليتل,PredefinedMealName
تيستي,PredefinedMealName
كبار,ItemSize
اكسترا,Include
صوص,Topping_Include
شو,X
الخطوة,X
الجاية,X
اريد,X
اضيف,X
عنوان,X
مختلف,X
داير,X
شوف,X
الاشياء,X
الي,X
طلبتها,X
زود,X
وجبة,PredefinedMealName
روديو,PredefinedMealName
على,X
الاوردر,X
ابا,X
شوف,X
طعامي,X
المفضل,X
الاوردر,X
ما,X
اجا,X
لحم,X
ممكن,X
اطلب,X
2,itemnumber
بيبيروني,ItemName
بيتزا,ItemName
منغير,Exclude
بصل,Topping_Exclude
مع,Include
بيبسي,Topping_Include
عايز,X
حساب,X
الاكل,X
يتبعتلي,X
على,X
الرقم,X
ده,X
01149962375,phone
فيني,X
اخد,X
الحساب,X
ممكن,X
اشوف,X
طلبي,X
المعتاد,X
كنت,X
عايز,X
عنوان,X
المنزل,X
ممكن,X
الشيك,X
دلوقتي,X
هالغي,X
الوجبة,ItemName
العائلية,ItemName
خليني,X
اغير,X
العنوان,X
ابي,X
بدل,X
رقم,X
الجوال,X
ممكن,X
اختار,X
رقم,X
2,X
ابي,X
اسأل,X
عا,X
شي,X
المفروض,X
اعمل,X
ايه,X
دلوقتي,X
ابغى,X
عصيدة,ItemName
يا,X
خيي,X
ابقاكم,X
الله,X
عاوز,Include
الاختيار,X
الثاني,X
هدي,X
رقم,X
الموبايل,X
عايزة,X
اتابع,X
طلب,X
رقم,X
454212,OrderNumber
من,X
فضلك,X
محتاج,X
3,itemnumber
ميكس,ItemName
جريل,ItemName
فرجيني,X
الاكل,X
يلي,X
بطلبوا,X
دايما,X
شفيك,X
بدي,X
اطلب,X
اشيا,X
عايزة,X
الاوردرات,X
المسجلة,X
ابي,X
الأكل,X
يلي,X
طلبتوا,X
من,X
جبل,X
ممكن,X
تعرفنى,X
كيف,X
ممكن,X
اغير,X
رقم,X
هاتفى,X
عاوز,X
اشوف,X
البيتزا,MenuName
الموجودة,X
حابة,X
اسأل,X
عن,X
حاجة,X
افتحلي,X
قائمة,X
تغيير,X
البيانات,X
و,X
بعدين,X
عايز,X
ممثل,X
خدمة,X
عملاء,X
اتكلم,X
معاه,X
ممكن,X
اشوف,X
قائمة,X
الطعام,X
تاني,X
عايز,X
اشوف,X
انواع,X
السلطات,MenuName
انا,X
عايزة,X
اشوف,X
منيو,X
وجبات,X
الاطفال,X
في,X
ماك,X
عاوز,X
اشوف,X
الاوردرات,X
المتسجلة,X
ابا,X
بدل,X
رقم,X
الجوال,X
بلكي,X
اسأل,X
عن,X
شي,X
اسألك,X
سؤال,X
هاخد,X
2,itemnumber
بيبروني,ItemName
بيتزا,ItemName
منغير,Exclude
زيتون,Topping_Exclude
هاطلب,X
عصير,ItemName
برتقال,ItemName
عايز,X
اشوف,X
الطلبات,X
من,X
الأول,X
خبرني,X
شو,X
موجود,X
بمنيو,X
الشوربة,MenuName
من,X
فضلك,X
اين,X
الأكل,X
بدي,X
اطلع,X
عا,X
قائمتي,X
المفضلة,X
لو,X
سمحت,X
اعرضلى,X
الحاجات,X
اللى,X
انا,X
طالبها,X
منك,X
هدي,X
عنواني,X
مرحبا,X
بوت,X
فيك,X
تتابع,X
معي,X
على,X
هالرقم,X
اذا,X
بتريد,X
0233347823,phone
فرجيني,X
الاوردرات,X
السابقة,X
بليز,X
فيك,X
تغير,X
لي,X
عنواني,X
اديني,X
وجبة,ItemName
التوفير,ItemName
عايزة,X
اعرف,X
شوية,X
حاجات,X
من,X
فضلك,X
ابا,X
اتحدث,X
بالعربية,Language
صرت,X
اسكن,X
بغير,X
محل,X
عنوان,X
السكن,X
الجديد,X
شنو,X
موجود,X
بالسلطات,MenuName
عايزة,X
اضيف,X
عنوان,X
المنزل,X
ممكن,X
اشوف,X
الاوردر,X
من,X
الاول,X
لو,X
سمحت,X
اريد,X
ان,X
اغير,X
رقم,X
هاتفي,X
عايز,X
اشوف,X
الاوردر,X
المعتاد,X
عايز,X
استبعد,X
العنوان,X
